path,module,source_set,classification,inferred_production_reachability,inferred_main_callers_or_consumers,inventory_status,historical_change_or_finding_reference,suggested_disposition
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.domain.rules.WhodunitPolicyGoldenTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.ContinueWithoutPlayerTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.FullGameDriveTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.IntroAndBriefingReadinessTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.PartyFlowControllerTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.PauseRefuseLeaveTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.SimultaneousCharacterRevealTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.TickerAndRerollTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.TiedRevoteTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.flow.WhodunitLocalSessionConfigTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.layout.ResponsiveLayoutAuditTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.layout.TokenDisciplineTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.HostLostTimeoutTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.MultiDevicePartyPlayContractTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.PartyConnectionEventsTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.PartyPlayPassAndPlayParityTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.QueuedActionSafetyTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.SelfOfflineTimeoutTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.WhodunitMultiDeviceShapeTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.multidevice.WhodunitPeerProjectionBoundaryTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.projection.VoteRedactionTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.snapshot.WhodunitCaseBindingTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.snapshot.WhodunitFinalTwoRecoveryTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.snapshot.WhodunitLegacySnapshotGoldenTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.snapshot.WhodunitResumeReconstructionTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.snapshot.WhodunitSnapshotRoundTripTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.snapshot.WhodunitSnapshotValidationTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.PrivacyConcernPolicyTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.RtlFormattingTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.WhodunitAccessibilitySemanticsTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.WhodunitCasePickerScreenTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.WhodunitNetErrorMessageKeyTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.components.RevealCompletionGateTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.EliminationVoteOwnershipIntegrationTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.PeerPausedCoverContrastTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.PeerReadinessRemountTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.VoteTurnPolicyTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.WhodunitLocalLeaveTimerTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.WhodunitRecoveryInteractionTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.multiplayer.WhodunitHostLanguageContinuityTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.multiplayer.WhodunitHostLeaveTimerTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.flow.multiplayer.WhodunitPeerSessionFlowPolicyTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
remediation-runs/2026-09-08-continuation/actions/34420745957/desktop-verification-desktop-linux-arm64/parlor/parlor/game-modes/whodunit/build/reports/tests/desktopTest/classes/com.parlor.games.whodunit.ui.screens.setup.WhodunitCaseLanguageLabelTest.html,repository,repository,repository-tooling-or-config,BUILD-TIME OR REPOSITORY-ONLY: not loaded by the app at runtime,"contributors, CI, release operators, or repository tooling",MECHANICALLY INVENTORIED; INDEPENDENT REVIEW NOT ATTESTED,Latest tracked change a4f50023a25ac3ae6c48dbed00ac3a262ab4d439 (fix(ci): isolate Windows checkout and bounded Settings diagnostics); independent review not attested,"RETAIN in the current production, build, test, or release contract"
